Unnamed: 0.1,Unnamed: 0,oracle_id,name,name_ja,banned,mv,rarity,text,type,power,toughness,w,u,b,r,g,c,image_small
3074,3074,b77a7f4a-1b3a-440e-977c-1ba39e450581,Mire Shade,ぬかるみの影,False,2,uncommon,"{B}, Sacrifice a Swamp: Put a +1/+1 counter on Mire Shade. Activate only as a sorcery.",Creature — Shade,1.0,1.0,False,False,True,False,False,False,https://cards.scryfall.io/small/front/1/2/120822b8-02ae-411f-bda5-a774c21db66c.jpg?1562717845
3075,3075,c35111ce-4325-4547-b954-08275a268060,Mirozel,ミロゼル,False,4,uncommon,"Flying
When Mirozel becomes the target of a spell or ability, return Mirozel to its owner's hand.",Creature — Illusion,2.0,3.0,False,True,False,False,False,False,https://cards.scryfall.io/small/front/1/6/16417e94-e33f-4ed4-bb3e-52f29f7d441b.jpg?1562087343
3076,3076,7f89c0ee-b914-406c-8a3f-98424a52ae14,Mirri's Guile,ミリーの悪知恵,False,1,rare,"At the beginning of your upkeep, you may look at the top three cards of your library, then put them back in any order.",Enchantment,,,False,False,False,False,True,False,https://cards.scryfall.io/small/front/7/3/73d51a3c-95c0-4810-b847-4b8afd12fd64.jpg?1562054490
3077,3077,f01efb04-ad2b-46fb-852c-dfb7e523e1b7,"Mirri, Cat Warrior",猫族の戦士ミリー,False,3,rare,"First strike, forestwalk, vigilance (This creature deals combat damage before creatures without first strike, it can't be blocked as long as defending player controls a Forest, and attacking doesn't cause this creature to tap.)",Legendary Creature — Cat Warrior,2.0,3.0,False,False,False,False,True,False,https://cards.scryfall.io/small/front/2/5/25f67f5f-083c-40c9-a962-f9b522d484f9.jpg?1734454274
3078,3078,184fdd23-8235-4500-b2f5-d3b0b93a8f35,Mirror Strike,反転の一撃,False,4,uncommon,All combat damage that would be dealt to you this turn by target unblocked creature is dealt to its controller instead.,Instant,,,True,False,False,False,False,False,https://cards.scryfall.io/small/front/1/4/148fbe36-b22d-44e6-9341-7f707baca49d.jpg?1562898899
3079,3079,c4ab446a-97e4-46a5-89a8-180a0bf3447c,Mirror Wall,鏡の壁,False,4,common,"Defender (This creature can't attack.)
{W}: Mirror Wall can attack this turn as though it didn't have defender.",Creature — Wall,3.0,4.0,False,True,False,False,False,False,https://cards.scryfall.io/small/front/d/0/d0e52b73-ebdf-4339-8780-84327a59ca57.jpg?1562632081
3080,3080,fec51ab9-484f-46a8-b2b0-772a61d89e41,Mirrorwood Treefolk,ミラーウッド・ツリーフォーク,False,4,uncommon,"{2}{R}{W}: The next time damage would be dealt to Mirrorwood Treefolk this turn, that damage is dealt to any target instead.",Creature — Treefolk,2.0,4.0,False,False,False,False,True,False,https://cards.scryfall.io/small/front/b/a/ba9a1c94-2b7f-4df7-8517-a122616d9ae4.jpg?1562934450
3081,3081,9078db26-3a54-4a11-9aae-e45c38da7226,Miscalculation,誤算,False,2,common,"Counter target spell unless its controller pays {2}.
Cycling {2} ({2}, Discard this card: Draw a card.)",Instant,,,False,True,False,False,False,False,https://cards.scryfall.io/small/front/4/b/4b4956a2-9a39-4152-9c98-70e4b2acfa26.jpg?1562862809
3082,3082,c12b5b9a-a46e-4635-8603-62c2ca5ee58e,Mischievous Poltergeist,悪戯なポルターガイスト,False,3,uncommon,"Flying
Pay 1 life: Regenerate Mischievous Poltergeist.",Creature — Spirit,1.0,1.0,False,False,True,False,False,False,https://cards.scryfall.io/small/front/d/1/d11803b8-d1df-454d-93ec-b1bb276843b6.jpg?1562823060
3083,3083,30e3e48c-98dc-4d27-b7ea-e81d39f7d24e,Mischievous Quanar,悪戯なクェイナー,False,5,rare,"{3}{U}{U}: Turn Mischievous Quanar face down.
Morph {1}{U}{U} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)
When Mischievous Quanar is turned face up, copy target instant or sorcery spell. You may choose new targets for that copy.",Creature — Beast,3.0,3.0,False,True,False,False,False,False,https://cards.scryfall.io/small/front/d/c/dc48c2db-f5b4-4c24-a5fa-00750b7ff56f.jpg?1562535674
3084,3084,c39e5fb0-6de3-4105-ad3c-0ecb8951a1d5,Misdirection,誤った指図,False,5,rare,"You may exile a blue card from your hand rather than pay this spell's mana cost.
Change the target of target spell with a single target.",Instant,,,False,True,False,False,False,False,https://cards.scryfall.io/small/front/5/8/581ad59c-29e9-4498-a6fd-33bf21e8e7c4.jpg?1562380872
3085,3085,72a1e724-eb32-4781-b44d-3b1ed02a5a8b,Misers' Cage,持てる者の檻,False,3,rare,"At the beginning of each opponent's upkeep, if that player has five or more cards in hand, Misers' Cage deals 2 damage to that player.",Artifact,,,False,False,False,False,False,True,https://cards.scryfall.io/small/front/f/4/f4c00691-26b1-4e7a-bdf5-4b15f0eb45ce.jpg?1562722855
3086,3086,46aa8dca-2a7d-4bff-9323-5f6933ca95f2,Misery Charm,苦難の魔除け,False,1,common,"Choose one —
• Destroy target Cleric.
• Return target Cleric card from your graveyard to your hand.
• Target player loses 2 life.",Instant,,,False,False,True,False,False,False,https://cards.scryfall.io/small/front/2/b/2be66eaf-222b-4c40-a9fa-aad56b9218e0.jpg?1562905282
3087,3087,e282eb5b-f9e6-4fb3-9edf-44e23359357d,Misfortune,,False,4,rare,"An opponent chooses one —
• You put a +1/+1 counter on each creature you control and gain 4 life.
• You put a -1/-1 counter on each creature that player controls and Misfortune deals 4 damage to that player.",Sorcery,,,False,False,True,True,True,False,https://cards.scryfall.io/small/front/b/1/b14cc32a-eb4f-4690-aceb-160780743ebe.jpg?1562770145
3088,3088,01b778d7-0965-48ab-a81f-e29f8a233d07,Misfortune's Gain,災難の補償,False,4,common,Destroy target creature. Its owner gains 4 life.,Sorcery,,,True,False,False,False,False,False,https://cards.scryfall.io/small/front/8/0/80abd7c1-8f7a-4279-b76f-251a02624345.jpg?1562257029
3089,3089,f5c77355-96dc-46af-a7de-f547a1368ff1,Misguided Rage,的外れの激怒,False,3,common,Target player sacrifices a permanent.,Sorcery,,,False,False,False,True,False,False,https://cards.scryfall.io/small/front/7/4/74b5e00a-fef0-4711-9112-2fd067321890.jpg?1562530657
3090,3090,5963e0ef-e0bc-4611-ad4f-813a4c0eacfb,Mishra's Factory,ミシュラの工廠,False,0,uncommon,"{T}: Add {C}.
{1}: Mishra's Factory becomes a 2/2 Assembly-Worker artifact creature until end of turn. It's still a land.
{T}: Target Assembly-Worker creature gets +1/+1 until end of turn.",Land,,,False,False,False,False,False,True,https://cards.scryfall.io/small/front/a/f/aff8d4f1-eaad-4afb-9097-2afab133f707.jpg?1559601289
3091,3091,84fecd54-c08a-4f5a-b2fa-b254069ccadb,Mishra's Groundbreaker,,False,4,uncommon,"{T}, Sacrifice Mishra's Groundbreaker: Target land becomes a 3/3 artifact creature that's still a land. (This effect lasts indefinitely.)",Artifact,,,False,False,False,False,False,True,https://cards.scryfall.io/small/front/7/4/74e2dc26-30aa-4e20-84b0-ea4be8894475.jpg?1562769196
3092,3092,6b1552f2-df64-485a-8509-b1916edf19cf,Mishra's Helix,ミシュラのらせん,False,5,rare,"{X}, {T}: Tap X target lands.",Artifact,,,False,False,False,False,False,True,https://cards.scryfall.io/small/front/5/c/5c62507f-465d-45e9-96bf-06671d19e79e.jpg?1562914313
3093,3093,18b1f96f-de35-4f0a-8b0e-81576471fd15,Mishra's War Machine,ミシュラの戦争機械,False,7,rare,"Banding (Any creatures with banding, and up to one without, can attack in a band. Bands are blocked as a group. If any creatures with banding you control are blocking or being blocked by a creature, you divide that creature's combat damage, not its controller, among any of the creatures it's being blocked by or is blocking.)
At the beginning of your upkeep, Mishra's War Machine deals 3 damage to you unless you discard a card. If Mishra's War Machine deals damage to you this way, tap it.",Artifact Creature — Juggernaut,5.0,5.0,False,False,False,False,False,True,https://cards.scryfall.io/small/front/0/f/0f7b5921-3e10-47e7-98a7-8411a18313bf.jpg?1559604144
3094,3094,03dc8820-ec10-42c1-8200-d323cfcbf2b0,Misinformation,,False,1,uncommon,Put up to three target cards from an opponent's graveyard on top of their library in any order.,Instant,,,False,False,True,False,False,False,https://cards.scryfall.io/small/front/2/f/2f8638df-7915-4867-882a-95439486bd7b.jpg?1562768235
3095,3095,10736ea3-6253-44c3-8a1e-3b9a7f38f3cf,Misshapen Fiend,奇形の悪鬼,False,2,common,Flying,Creature — Horror Mercenary,1.0,1.0,False,False,True,False,False,False,https://cards.scryfall.io/small/front/a/4/a43cf59e-7583-4651-968a-2a7201c69b6b.jpg?1562382087
3096,3096,4ee994a1-fd3b-43cf-be3c-9c705e60754a,Misstep,つまずき,False,2,common,Creatures target player controls don't untap during that player's next untap step.,Sorcery,,,False,True,False,False,False,False,https://cards.scryfall.io/small/front/8/e/8e23f5a1-bf3e-41e0-875f-fc2f8508e69f.jpg?1562381855
3097,3097,448f5c55-7334-4fa4-9d90-0e57bae19444,Mist Dragon,霧のドラゴン,False,6,rare,"{0}: Mist Dragon gains flying. (This effect lasts indefinitely.)
{0}: Mist Dragon loses flying. (This effect lasts indefinitely.)
{3}{U}{U}: Mist Dragon phases out. (While it's phased out, it's treated as though it doesn't exist. It phases in before you untap during your next untap step.)",Creature — Dragon,4.0,4.0,False,True,False,False,False,False,https://cards.scryfall.io/small/front/3/b/3b9b4be4-74c8-4fe5-a5e4-de57c11e8ec1.jpg?1562718787
3098,3098,e78673c4-a969-443f-b1a4-0eb37b8111af,Mist of Stagnation,淀みの霧,False,5,rare,"Permanents don't untap during their controllers' untap steps.
At the beginning of each player's upkeep, that player chooses a permanent for each card in their graveyard, then untaps those permanents.",Enchantment,,,False,True,False,False,False,False,https://cards.scryfall.io/small/front/7/6/76d03121-9515-4101-9d60-e01225533f44.jpg?1562630507
3099,3099,d57409dc-22fa-40c1-a043-cab94d5f3b5f,Mistfolk,霧の民,False,2,common,{U}: Counter target spell that targets Mistfolk.,Creature — Illusion,1.0,2.0,False,True,False,False,False,False,https://cards.scryfall.io/small/front/4/f/4f3f4d4e-ca4a-4fba-b9fd-cd1d9457cfa1.jpg?1587911648
3100,3100,5c679c43-5990-4dcf-a36e-865c17bdea32,Mistform Dreamer,霧衣の夢幻,False,3,common,"Flying
{1}: Mistform Dreamer becomes the creature type of your choice until end of turn.",Creature — Illusion,2.0,1.0,False,True,False,False,False,False,https://cards.scryfall.io/small/front/f/f/ff34e303-c94a-4f5f-b9f6-8d48e6aac383.jpg?1562955425
3101,3101,bbb2ac2e-de5c-441a-9707-5ced64df43a6,Mistform Mask,霧衣の仮面,False,2,common,"Enchant creature
{1}: Enchanted creature becomes the creature type of your choice until end of turn.",Enchantment — Aura,,,False,True,False,False,False,False,https://cards.scryfall.io/small/front/7/f/7fbbb075-5795-425f-9e33-70cb922eea16.jpg?1562925133
3102,3102,0f4350e2-48c7-4d2b-9384-4864232756ad,Mistform Mutant,霧衣の突然変異,False,6,uncommon,{1}{U}: Choose a creature type other than Wall. Target creature becomes that type until end of turn.,Creature — Illusion Mutant,3.0,4.0,False,True,False,False,False,False,https://cards.scryfall.io/small/front/a/2/a25b2697-5d7f-490a-8474-c775096e681e.jpg?1562933313
3103,3103,268f423e-b368-4561-ae24-db0f7ca775f4,Mistform Seaswift,霧衣のウミツバメ,False,4,common,"Flying
{1}: Mistform Seaswift becomes the creature type of your choice until end of turn.
Morph {1}{U} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)",Creature — Illusion,3.0,1.0,False,True,False,False,False,False,https://cards.scryfall.io/small/front/b/2/b2f6c73c-8162-499f-8d16-92f17c0c2bee.jpg?1562931016
3104,3104,50fe31e9-473e-4d2f-b1b5-3eef3c7bb0e6,Mistform Shrieker,霧衣の金切り魔,False,5,uncommon,"Flying
{1}: Mistform Shrieker becomes the creature type of your choice until end of turn.
Morph {3}{U}{U} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)",Creature — Illusion,3.0,3.0,False,True,False,False,False,False,https://cards.scryfall.io/small/front/1/0/1082eea2-5e83-48d4-b02b-a22e7cbe2054.jpg?1562898958
3105,3105,6a291cf5-13cc-4e04-a565-f36650fbe5a1,Mistform Skyreaver,霧衣の天空裂き,False,7,rare,"Flying
{1}: Mistform Skyreaver becomes the creature type of your choice until end of turn.",Creature — Illusion,6.0,6.0,False,True,False,False,False,False,https://cards.scryfall.io/small/front/e/3/e394e096-ea70-4813-9039-e4bd065d0a17.jpg?1562949181
3106,3106,d29f59a4-b956-40e0-acd4-c2560e538baf,Mistform Sliver,霧衣スリヴァー,False,2,common,"All Slivers have ""{1}: This permanent becomes the creature type of your choice in addition to its other types until end of turn.""",Creature — Illusion Sliver,1.0,1.0,False,True,False,False,False,False,https://cards.scryfall.io/small/front/7/9/79a53c29-6753-4f6b-b4ee-00c1adf7e9c6.jpg?1562919442
3107,3107,0f9c4b56-7ad7-4262-8079-3eee5f0cdd3b,Mistform Stalker,霧衣のストーカー,False,2,uncommon,"{1}: Mistform Stalker becomes the creature type of your choice until end of turn.
{2}{U}{U}: Mistform Stalker gets +2/+2 and gains flying until end of turn.",Creature — Illusion,1.0,1.0,False,True,False,False,False,False,https://cards.scryfall.io/small/front/9/e/9e80d109-b73f-4b5d-b9e4-534e8d69633f.jpg?1562932494
3108,3108,7bf0e628-06b5-4e12-a526-a2bce08844f2,Mistform Ultimus,霧衣の究極体,False,4,rare,Mistform Ultimus is every creature type (even if this card isn't on the battlefield).,Legendary Creature — Illusion,3.0,3.0,False,True,False,False,False,False,https://cards.scryfall.io/small/front/e/3/e3be21c3-9b83-430b-be0a-792de9a680e3.jpg?1562940674
3109,3109,7108f2a2-1541-4bbf-aeb8-2a892a6dc337,Mistform Wakecaster,霧衣の覚醒者,False,5,uncommon,"Flying
{1}: Mistform Wakecaster becomes the creature type of your choice until end of turn.
{2}{U}{U}, {T}: Choose a creature type. Each creature you control becomes that type until end of turn.",Creature — Illusion,2.0,3.0,False,True,False,False,False,False,https://cards.scryfall.io/small/front/1/e/1e5cbfb9-9bd0-4f8b-a444-a480de4b9662.jpg?1562900987
3110,3110,02c4abd0-9a68-4a85-954b-3f64666c1f8d,Mistform Wall,霧衣の壁,False,3,common,"Mistform Wall has defender as long as it's a Wall.
{1}: Mistform Wall becomes the creature type of your choice until end of turn.",Creature — Illusion Wall,1.0,4.0,False,True,False,False,False,False,https://cards.scryfall.io/small/front/e/b/ebaa7a26-8516-4d71-a524-77b2d3f030d5.jpg?1562951110
3111,3111,97f1ac0d-a3a6-46d8-ae99-b17b636fe47c,Mistform Warchief,霧衣の戦長,False,3,uncommon,"Creature spells you cast that share a creature type with Mistform Warchief cost {1} less to cast.
{T}: Mistform Warchief becomes the creature type of your choice until end of turn.",Creature — Illusion,1.0,3.0,False,True,False,False,False,False,https://cards.scryfall.io/small/front/a/6/a633d85b-4be1-44a2-8fd8-1ccec4a95ecb.jpg?1562533090
3112,3112,7fe9d30f-c778-4769-a3ae-3cb48cd23e07,Mistmoon Griffin,ミストムーン・グリフィン,False,4,uncommon,"Flying
When Mistmoon Griffin dies, exile Mistmoon Griffin, then return the top creature card of your graveyard to the battlefield.",Creature — Griffin,2.0,2.0,True,False,False,False,False,False,https://cards.scryfall.io/small/front/8/e/8ec71a29-19db-4747-8276-7fd4d563d4df.jpg?1562802112
3113,3113,101a5c2d-b0b4-45a7-b236-df474ac47356,Mnemonic Sliver,記憶術のスリヴァー,False,3,uncommon,"All Slivers have ""{2}, Sacrifice this permanent: Draw a card.""",Creature — Sliver,2.0,2.0,False,True,False,False,False,False,https://cards.scryfall.io/small/front/2/b/2b167347-2f8f-4338-a651-c7543d812597.jpg?1562053268
3114,3114,78962897-e2e3-4cb2-ae97-eca5dbe74e49,Moaning Spirit,嘆きのスピリット,False,3,common,Flying,Creature — Spirit,2.0,1.0,False,False,True,False,False,False,https://cards.scryfall.io/small/front/c/d/cdd99210-5201-4ecc-b86a-aee9dafe2657.jpg?1562943608
3115,3115,0ff97869-f27c-4379-92fd-605062aa5418,Mob Justice,暴徒の正義,False,2,common,Mob Justice deals damage to target player or planeswalker equal to the number of creatures you control.,Sorcery,,,False,False,False,True,False,False,https://cards.scryfall.io/small/front/b/7/b790d789-bb21-4119-a0e3-43af9bef8acc.jpg?1562597361
3116,3116,90e8fb2c-6473-42c3-92f4-f46a744920fa,Mob Mentality,群集心理,False,1,uncommon,"Enchant creature
Enchanted creature has trample.
Whenever all non-Wall creatures you control attack, enchanted creature gets +X/+0 until end of turn, where X is the number of attacking creatures.",Enchantment — Aura,,,False,False,False,True,False,False,https://cards.scryfall.io/small/front/e/4/e428d56a-9445-4e86-b281-656e2d251e0b.jpg?1562279096
3117,3117,0547e426-e23e-4c60-ba6b-cfd4b5ff8485,Mobile Fort,機動砦,False,4,uncommon,"Defender (This creature can't attack.)
{3}: Mobile Fort gets +3/-1 until end of turn and can attack this turn as though it didn't have defender. Activate only once each turn.",Artifact Creature — Wall,0.0,6.0,False,False,False,False,False,True,https://cards.scryfall.io/small/front/5/f/5f642246-5b2a-46a6-9236-524a297d7608.jpg?1562914933
3118,3118,6b8119e9-a9a9-4349-be32-adcb84b8eb79,Mobilization,動員令,False,3,rare,"Soldier creatures have vigilance.
{2}{W}: Create a 1/1 white Soldier creature token.",Enchantment,,,True,False,False,False,False,False,https://cards.scryfall.io/small/front/6/5/653cc07b-0f53-4b5b-9c5f-885b8b4a6e5f.jpg?1562918873
3119,3119,7416c8db-ec33-4d92-866c-b7fdc69c8b41,Mobilize,動員,False,1,common,Untap all creatures you control.,Sorcery,,,False,False,False,False,True,False,https://cards.scryfall.io/small/front/9/7/9712ecaa-4059-44ba-98b7-07bfe7411b5b.jpg?1562447340
3120,3120,1c2117d5-4600-489c-be5b-dc0ed69b30ca,Mogg Alarm,モグの警報,False,3,uncommon,"You may sacrifice two Mountains rather than pay this spell's mana cost.
Create two 1/1 red Goblin creature tokens.",Sorcery,,,False,False,False,True,False,False,https://cards.scryfall.io/small/front/f/2/f246e128-0a43-478a-a232-51020fab76d5.jpg?1562632791
3121,3121,36a6925a-621e-47d6-8cb3-1b2886e1986e,Mogg Assassin,モグの暗殺者,False,3,uncommon,"{T}: You choose target creature an opponent controls, and that opponent chooses target creature. Flip a coin. If you win the flip, destroy the creature you chose. If you lose the flip, destroy the creature your opponent chose.",Creature — Goblin Assassin,2.0,1.0,False,False,False,True,False,False,https://cards.scryfall.io/small/front/1/1/1124725d-e643-43a1-873e-255636c7f334.jpg?1562087337
3122,3122,69812cd2-9885-45ed-9d79-658597bfeb8b,Mogg Bombers,モグの爆弾兵,False,4,common,"When another creature enters the battlefield, sacrifice Mogg Bombers and it deals 3 damage to target player or planeswalker.",Creature — Goblin,3.0,4.0,False,False,False,True,False,False,https://cards.scryfall.io/small/front/1/6/16064ad4-eec2-4c32-b66d-a2bdb1a6191f.jpg?1562595919
3123,3123,710a51e1-a305-49b5-a429-0ff1a10244fa,Mogg Cannon,モグの大砲,False,2,uncommon,{T}: Target creature you control gets +1/+0 and gains flying until end of turn. Destroy that creature at the beginning of the next end step.,Artifact,,,False,False,False,False,False,True,https://cards.scryfall.io/small/front/5/e/5ee64a77-5308-45c7-b865-400820968c74.jpg?1562054239
3124,3124,b015686d-07e1-46c7-8e51-2bec646860d6,Mogg Conscripts,モグの徴集兵部隊,False,1,common,Mogg Conscripts can't attack unless you've cast a creature spell this turn.,Creature — Goblin,2.0,2.0,False,False,False,True,False,False,https://cards.scryfall.io/small/front/7/3/73719325-b091-4464-b0b0-77dfbb19562a.jpg?1593863096
3125,3125,7efd5d62-6da2-428a-98e3-5b842f668656,Mogg Fanatic,モグの狂信者,False,1,common,Sacrifice Mogg Fanatic: It deals 1 damage to any target.,Creature — Goblin,1.0,1.0,False,False,False,True,False,False,https://cards.scryfall.io/small/front/8/6/86804429-ae19-497c-a256-7906b0a06cc2.jpg?1562485257
3126,3126,b92fc9c1-7264-4894-90b8-a193039489c5,Mogg Flunkies,モグの下働き,False,2,common,Mogg Flunkies can't attack or block alone.,Creature — Goblin,3.0,3.0,False,False,False,True,False,False,https://cards.scryfall.io/small/front/1/5/1525f5f8-cf1b-4d1d-8892-6470b1f03388.jpg?1562484316
3127,3127,1745fd57-467c-45f9-a46e-b9a2af87ec87,Mogg Hollows,モグのうろ穴,False,0,uncommon,"{T}: Add {C}.
{T}: Add {R} or {G}. Mogg Hollows doesn't untap during your next untap step.",Land,,,False,False,False,False,False,True,https://cards.scryfall.io/small/front/7/f/7f37fd84-257d-4339-b1e1-1726dc66aaee.jpg?1562925015
3128,3128,cfd61b53-83c6-4886-8503-ddcb92dc7f85,Mogg Infestation,モグの横行,False,5,rare,"Destroy all creatures target player controls. For each creature that died this way, that player creates two 1/1 red Goblin creature tokens.",Sorcery,,,False,False,False,True,False,False,https://cards.scryfall.io/small/front/5/a/5a91aa6f-cb2f-4aad-9415-bba4eb9b76ca.jpg?1562596412
3129,3129,423659f1-1b48-4a2b-a1dc-f39fd62c6b6a,Mogg Jailer,モグの看守,False,2,uncommon,Mogg Jailer can't attack if defending player controls an untapped creature with power 2 or less.,Creature — Goblin,2.0,2.0,False,False,False,True,False,False,https://cards.scryfall.io/small/front/5/2/52513235-0e6c-40ea-8ead-a050e6da676e.jpg?1595076297
3130,3130,53b86704-4f16-498e-8c2c-e661cb85eb9c,Mogg Maniac,モグの偏執狂,False,2,uncommon,"Whenever Mogg Maniac is dealt damage, it deals that much damage to target opponent or planeswalker.",Creature — Goblin,1.0,1.0,False,False,False,True,False,False,https://cards.scryfall.io/small/front/d/d/ddd33c58-f25d-4117-a266-75a91e9ddc75.jpg?1562597822
3131,3131,240746f5-caab-46b9-914f-c2c7ecce6ca9,Mogg Raider,モグの略奪者,False,1,common,Sacrifice a Goblin: Target creature gets +1/+1 until end of turn.,Creature — Goblin,1.0,1.0,False,False,False,True,False,False,https://cards.scryfall.io/small/front/6/a/6ab0b7fe-cb6c-49e1-b8f4-e81c31a16ae2.jpg?1562484805
3132,3132,0923ad85-2ea4-4463-8f71-b7d0a162b486,Mogg Salvage,モグの分捕り,False,3,uncommon,"If an opponent controls an Island and you control a Mountain, you may cast this spell without paying its mana cost.
Destroy target artifact.",Instant,,,False,False,False,True,False,False,https://cards.scryfall.io/small/front/4/0/403aa48c-b684-4c54-8863-460958055a1f.jpg?1562629540
3133,3133,ac6f490b-6cf7-4afc-910e-4c8b51fcb2de,Mogg Sentry,モグの歩哨,False,1,rare,"Whenever an opponent casts a spell, Mogg Sentry gets +2/+2 until end of turn.",Creature — Goblin Warrior,1.0,1.0,False,False,False,True,False,False,https://cards.scryfall.io/small/front/8/5/8536ec54-cebd-4d44-8e52-42344a3e6daa.jpg?1562923137
3134,3134,4dac142a-c8f8-45c8-85d3-40e170dee112,Mogg Squad,モグの中隊,False,2,uncommon,Mogg Squad gets -1/-1 for each other creature on the battlefield.,Creature — Goblin,3.0,3.0,False,False,False,True,False,False,https://cards.scryfall.io/small/front/4/b/4b267071-42a6-4e25-9c92-5bca32f8d9af.jpg?1562053778
3135,3135,77c7ba06-d247-421d-9e0c-54c3000c1b78,Mogg Toady,ごますりモグ,False,2,common,"Mogg Toady can't attack unless you control more creatures than defending player.
Mogg Toady can't block unless you control more creatures than attacking player.",Creature — Goblin,2.0,2.0,False,False,False,True,False,False,https://cards.scryfall.io/small/front/e/e/ee8edaf6-d46e-4efb-8bc0-ec11e06eb499.jpg?1562632723
3136,3136,4845dc21-7534-4896-b298-4d44cd7a3b27,Moggcatcher,モグ捕り人,False,4,rare,"{3}, {T}: Search your library for a Goblin permanent card, put it onto the battlefield, then shuffle.",Creature — Human Mercenary,2.0,2.0,False,False,False,True,False,False,https://cards.scryfall.io/small/front/9/b/9ba582d7-1dce-4664-8bd9-6b419596788c.jpg?1562631228
3137,3137,b86ccfc1-a26b-4942-9d77-fef7676c77be,Mole Worms,穴掘り蟲,False,3,uncommon,"You may choose not to untap Mole Worms during your untap step.
{T}: Tap target land. It doesn't untap during its controller's untap step for as long as Mole Worms remains tapped.",Creature — Worm,1.0,1.0,False,False,True,False,False,False,https://cards.scryfall.io/small/front/7/0/700f43c9-1e71-4e5f-a6ce-eca94993558f.jpg?1562591821
3138,3138,b87a2d20-4e9f-4256-9d24-80c38515119e,"Molimo, Maro-Sorcerer",マローの魔術師モリモ,False,7,rare,"Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)
Molimo, Maro-Sorcerer's power and toughness are each equal to the number of lands you control.",Legendary Creature — Elemental,0.0,0.0,False,False,False,False,True,False,https://cards.scryfall.io/small/front/7/5/750d3475-ae72-42c1-ae4d-638f8e7c6d1a.jpg?1562918463
3139,3139,cd5bc95d-4915-4c5a-9b57-2730adf69797,Molten Hydra,高熱のハイドラ,False,2,rare,"{1}{R}{R}: Put a +1/+1 counter on Molten Hydra.
{T}, Remove all +1/+1 counters from Molten Hydra: It deals damage to any target equal to the number of +1/+1 counters removed this way.",Creature — Hydra,1.0,1.0,False,False,False,True,False,False,https://cards.scryfall.io/small/front/9/5/95234b29-9ac8-4200-b42d-9653ba51b010.jpg?1562863748
3140,3140,d955a26a-d474-4dff-9eba-69fcfe92d8ae,Molten Influence,溶岩操作,False,2,rare,Counter target instant or sorcery spell unless its controller has Molten Influence deal 4 damage to them.,Instant,,,False,False,False,True,False,False,https://cards.scryfall.io/small/front/4/c/4c2b326b-d177-4a03-a0a3-fe2c2d4af272.jpg?1562908953
3141,3141,c8dcb8d8-ae27-43ac-88e7-e59f2656e0ce,Molting Harpy,換羽するハーピー,False,1,uncommon,"Flying
At the beginning of your upkeep, sacrifice Molting Harpy unless you pay {2}.",Creature — Harpy Mercenary,2.0,1.0,False,False,True,False,False,False,https://cards.scryfall.io/small/front/d/d/ddfe33fb-71d5-4552-bcd3-f07e4e3847e1.jpg?1562383497
3142,3142,43af5041-a4bd-4b61-b1a1-bdea916afc59,Moment of Silence,沈黙の時,False,1,common,Target player skips their next combat phase this turn.,Instant,,,True,False,False,False,False,False,https://cards.scryfall.io/small/front/3/f/3f50b5f5-8dac-4785-b1af-a0bd64ce7a92.jpg?1562380387
3143,3143,b6d22228-a45e-4296-9ae2-1649e04b1c53,Moment's Peace,一瞬の平和,False,2,common,"Prevent all combat damage that would be dealt this turn.
Flashback {2}{G} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",Instant,,,False,False,False,False,True,False,https://cards.scryfall.io/small/front/4/0/40ebe935-ccf9-435e-8fe8-53bcbf3526e7.jpg?1562906929
3144,3144,80875914-df4c-4b05-8c4d-658ff477c956,Momentum,はずみ,False,3,uncommon,"Enchant creature
At the beginning of your upkeep, you may put a growth counter on Momentum.
Enchanted creature gets +1/+1 for each growth counter on Momentum.",Enchantment — Aura,,,False,False,False,False,True,False,https://cards.scryfall.io/small/front/1/0/10bd11a2-7cab-4d3f-b52b-f5bb66fbbec6.jpg?1562443324
3145,3145,e1208d39-86e7-4eae-8dd6-b5bfb29def84,Mongrel Pack,雑種犬の群,False,4,rare,"When Mongrel Pack dies during combat, create four 1/1 green Dog creature tokens.",Creature — Dog,4.0,1.0,False,False,False,False,True,False,https://cards.scryfall.io/small/front/5/6/56b84315-5287-4401-a4c8-34c192423270.jpg?1562054227
3146,3146,1f47ff5a-dd93-46de-a1ca-b412631218bf,Monk Idealist,理想主義の修道士,False,3,uncommon,"When Monk Idealist enters the battlefield, return target enchantment card from your graveyard to your hand.",Creature — Human Monk Cleric,2.0,2.0,True,False,False,False,False,False,https://cards.scryfall.io/small/front/2/8/285a867b-f82e-49cb-a59c-31a25129baf9.jpg?1562903537
3147,3147,8df64d89-64ee-4388-826d-dd091db4510a,Monk Realist,現実主義の修道士,False,2,common,"When Monk Realist enters the battlefield, destroy target enchantment.",Creature — Human Monk Cleric,1.0,1.0,True,False,False,False,False,False,https://cards.scryfall.io/small/front/7/a/7a7fe9f1-f3c0-43e4-aa30-d0bdab4ae94d.jpg?1562920737
