,Unnamed: 0,oracle_id,name,name_ja,banned,mv,rarity,text,type,power,toughness,w,u,b,r,g,c
2436,2436,a8bf79d2-29fd-4d2f-ac07-2e61d3886bc0,Infernal Tribute,冥府への貢ぎ物,False,3,rare,"{2}, Sacrifice a nontoken permanent: Draw a card.",Enchantment,,,False,False,True,False,False,False
2437,2437,69e2df4e-c7f3-4c3a-be5b-1c4afb29cead,Inferno,インフェルノ,False,7,rare,Inferno deals 6 damage to each creature and each player.,Instant,,,False,False,False,True,False,False
2438,2438,d6850616-7db5-4141-9ab0-ae8d1f08114f,Infest,蔓延,False,3,uncommon,All creatures get -2/-2 until end of turn.,Sorcery,,,False,False,True,False,False,False
2439,2439,081764b4-ef96-44aa-836c-05353efd215c,Infiltrate,浸透,False,1,common,Target creature can't be blocked this turn.,Instant,,,False,True,False,False,False,False
2440,2440,7c59ad65-ad1f-4dc4-bcf2-ea6b2b48fad8,Infinite Hourglass,無限の砂時計,False,4,rare,"At the beginning of your upkeep, put a time counter on Infinite Hourglass.
All creatures get +1/+0 for each time counter on Infinite Hourglass.
{3}: Remove a time counter from Infinite Hourglass. Any player may activate this ability but only during any upkeep step.",Artifact,,,False,False,False,False,False,True
2441,2441,8426bdb6-b002-4d27-9eaf-d7f8353aa7e8,Inflame,炎上,False,1,common,Inflame deals 2 damage to each creature dealt damage this turn.,Instant,,,False,False,False,True,False,False
2442,2442,52d10e81-c8ae-44bb-bb83-f4fe737f30d7,Information Dealer,情報屋,False,2,common,"{T}: Look at the top X cards of your library, where X is the number of Wizards on the battlefield, then put them back in any order.",Creature — Human Wizard,1,1,False,True,False,False,False,False
2443,2443,6035303e-22b3-4b64-8160-1f46ae3dad55,Infuse,,False,3,common,"Untap target artifact, creature, or land.
Draw a card at the beginning of the next turn's upkeep.",Instant,,,False,True,False,False,False,False
2444,2444,73ea2949-5812-478d-8f09-00743ce4d40f,Ingenious Thief,空飛ぶ怪盗,False,2,uncommon,"Flying
When Ingenious Thief enters the battlefield, look at target player's hand.",Creature — Human Rogue,1,1,False,True,False,False,False,False
2445,2445,742cb752-dd20-4b1f-8d96-7e9a8f864e75,Inheritance,,False,1,uncommon,"Whenever a creature dies, you may pay {3}. If you do, draw a card.",Enchantment,,,True,False,False,False,False,False
2446,2446,0bf359ef-669f-41dc-8ab5-ba8e58b2f398,Initiates of the Ebon Hand,漆黒の手の信徒,False,1,common,"{1}: Add {B}. If this ability has been activated four or more times this turn, sacrifice Initiates of the Ebon Hand at the beginning of the next end step.",Creature — Cleric,1,1,False,False,True,False,False,False
2447,2447,2ae36d31-08b7-481a-bfa1-a5c65921dee0,Inner Sanctum,至上の聖域,False,3,rare,"Cumulative upkeep—Pay 2 life. (At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)
Prevent all damage that would be dealt to creatures you control.",Enchantment,,,True,False,False,False,False,False
2448,2448,6791ec3c-c397-4087-8c8c-84d3797df415,Innocent Blood,無垢の血,False,1,common,Each player sacrifices a creature.,Sorcery,,,False,False,True,False,False,False
2449,2449,ff3eeed9-6801-4cab-a97a-72f5f28acb24,Insidious Bookworms,腹黒い紙虫,False,1,common,"When Insidious Bookworms dies, you may pay {1}{B}. If you do, target player discards a card at random.",Creature — Worm,1,1,False,False,True,False,False,False
2450,2450,4badd4e0-e5d7-4516-b220-cea2b02c79aa,Insidious Dreams,腹黒い夢,False,4,rare,"As an additional cost to cast this spell, discard X cards.
Search your library for X cards, then shuffle and put those cards on top in any order.",Instant,,,False,False,True,False,False,False
2451,2451,c77afbeb-cc9b-4770-9a48-e7460562895f,Insight,自己洞察,False,3,uncommon,"Whenever an opponent casts a green spell, you draw a card.",Enchantment,,,False,True,False,False,False,False
2452,2452,518684d9-467a-4936-a3d9-17d23db4622c,Insist,力説,False,1,rare,"The next creature spell you cast this turn can't be countered.
Draw a card.",Sorcery,,,False,False,False,False,True,False
2453,2453,33a6d78a-a3c7-44f1-8ce9-d6632123fec1,Insolence,横柄,False,3,common,"Enchant creature
Whenever enchanted creature becomes tapped, Insolence deals 2 damage to that creature's controller.",Enchantment — Aura,,,False,False,False,True,False,False
2454,2454,8f32ceb2-92c2-4dde-bf73-40bb79c3fcef,Inspiration,霊感,False,4,common,Target player draws two cards.,Instant,,,False,True,False,False,False,False
2455,2455,90fd82e8-f638-4ba4-a03c-a30d46f93a39,Inspirit,奮起,False,3,uncommon,Untap target creature. It gets +2/+4 until end of turn.,Instant,,,True,False,False,False,False,False
2456,2456,0fe1a1f7-41c9-415e-a5e3-b5ba0c0271e5,Instigator,煽動者,False,2,rare,"{1}{B}{B}, {T}, Discard a card: Creatures target player controls attack this turn if able.",Creature — Human Spellshaper,1,1,False,False,True,False,False,False
2457,2457,8695c3c1-fb4b-4429-ae33-ec186f68796b,Instill Energy,賦活,False,1,uncommon,"Enchant creature
Enchanted creature can attack as though it had haste.
{0}: Untap enchanted creature. Activate only during your turn and only once each turn.",Enchantment — Aura,,,False,False,False,False,True,False
2458,2458,0d3e843e-eeb4-421e-b55d-ceb21f51a080,Insubordination,不従順,False,2,common,"Enchant creature
At the beginning of the end step of enchanted creature's controller, Insubordination deals 2 damage to that player unless that creature attacked this turn.",Enchantment — Aura,,,False,False,True,False,False,False
2459,2459,7f7c204f-be1a-47e4-91c6-ba6f906d9012,Insurrection,暴動,False,8,rare,Untap all creatures and gain control of them until end of turn. They gain haste until end of turn.,Sorcery,,,False,False,False,True,False,False
2460,2460,93771480-2672-4bc7-81a8-011d3b8878b0,Interdict,阻止,False,2,uncommon,"Counter target activated ability from an artifact, creature, enchantment, or land. That permanent's activated abilities can't be activated this turn. (Mana abilities can't be targeted.)
Draw a card.",Instant,,,False,True,False,False,False,False
2461,2461,380b386f-90c8-45c5-a611-1ed6803b52d2,Intervene,介入,False,1,common,Counter target spell that targets a creature.,Instant,,,False,True,False,False,False,False
2462,2462,a345d7d1-5d30-49a0-b139-a46f9419c50f,Intimidation,威嚇,False,5,uncommon,Creatures you control have fear. (They can't be blocked except by artifact creatures and/or black creatures.),Enchantment,,,False,False,True,False,False,False
2463,2463,63c1dfcc-9d47-4dee-b4e6-1f50e716cf9e,Intrepid Hero,剛胆な勇士,False,3,rare,{T}: Destroy target creature with power 4 or greater.,Creature — Human Soldier,1,1,True,False,False,False,False,False
2464,2464,1e943e04-e213-4781-b1a7-935aad8790e1,Intruder Alarm,侵入警報,False,3,rare,"Creatures don't untap during their controllers' untap steps.
Whenever a creature enters the battlefield, untap all creatures.",Enchantment,,,False,True,False,False,False,False
2465,2465,3c9faba7-f2d3-4978-be94-020dc8003dc0,Intuition,直観,False,3,rare,Search your library for three cards and reveal them. Target opponent chooses one. Put that card into your hand and the rest into your graveyard. Then shuffle.,Instant,,,False,True,False,False,False,False
2466,2466,db9c0d94-9fa5-4f07-be48-23e19d2f3d68,Invasion Plans,侵略計画,False,3,rare,"All creatures block each combat if able.
The attacking player chooses how each creature blocks each combat.",Enchantment,,,False,False,False,True,False,False
2467,2467,9264c198-76c7-4ac0-9334-37c691de1b54,Invigorate,激励,False,3,common,"If you control a Forest, rather than pay this spell's mana cost, you may have an opponent gain 3 life.
Target creature gets +4/+4 until end of turn.",Instant,,,False,False,False,False,True,False
2468,2468,d00329c2-e65c-4774-83cd-d68e1d1a6e31,Invigorating Boon,激励の加護,False,2,uncommon,"Whenever a player cycles a card, you may put a +1/+1 counter on target creature.",Enchantment,,,False,False,False,False,True,False
2469,2469,c5c98759-e009-4340-9326-9f5ff70a86bc,Invigorating Falls,鼓舞の滝,False,4,common,You gain life equal to the number of creature cards in all graveyards.,Sorcery,,,False,False,False,False,True,False
2470,2470,3f336198-2425-447a-88b4-9be21ef7e90a,Inviolability,不可侵,False,2,common,"Enchant creature
Prevent all damage that would be dealt to enchanted creature.",Enchantment — Aura,,,True,False,False,False,False,False
2471,2471,2c964157-d414-4d4e-822b-12ce61e882ff,Invulnerability,不死身,False,2,uncommon,"Buyback {3} (You may pay an additional {3} as you cast this spell. If you do, put this card into your hand as it resolves.)
The next time a source of your choice would deal damage to you this turn, prevent that damage.",Instant,,,True,False,False,False,False,False
2472,2472,28fa9211-96bb-4fef-81bf-8f58114a8df7,Iridescent Angel,玉虫色の天使,False,7,rare,"Flying, protection from all colors",Creature — Angel,4,4,True,True,False,False,False,False
2473,2473,f8cf31db-6c33-4bfb-a24c-f22644ccd377,Iridescent Drake,玉虫色のドレイク,False,4,uncommon,"Flying
When Iridescent Drake enters the battlefield, put target Aura card from a graveyard onto the battlefield under your control attached to Iridescent Drake.",Creature — Drake,2,2,False,True,False,False,False,False
2474,2474,2727a7ec-1cf7-4cd7-b5d4-955db940ddd9,Irini Sengir,,False,4,uncommon,Green enchantment spells and white enchantment spells cost {2} more to cast.,Legendary Creature — Vampire Dwarf,2,2,False,False,True,False,False,False
2475,2475,09e588c2-0fb8-4c30-aff3-433db7a07b6e,Iron Lance,鉄槍,False,2,uncommon,"{3}, {T}: Target creature gains first strike until end of turn.",Artifact,,,False,False,False,False,False,True
2476,2476,e0351638-9224-4779-8f7c-f2b11d134a5f,Iron Maiden,鉄の処女,False,3,rare,"At the beginning of each opponent's upkeep, Iron Maiden deals X damage to that player, where X is the number of cards in their hand minus 4.",Artifact,,,False,False,False,False,False,True
2477,2477,e9ec67e1-7064-44d4-a1ed-04b7893ffb15,Iron Star,鉄の星,False,1,uncommon,"Whenever a player casts a red spell, you may pay {1}. If you do, you gain 1 life.",Artifact,,,False,False,False,False,False,True
2478,2478,a299470a-72ea-4848-833b-dc894db7be15,Iron Tusk Elephant,鉄の象牙,False,5,uncommon,Trample,Creature — Elephant,3,3,True,False,False,False,False,False
2479,2479,dc0decb9-32da-47aa-a51a-0d9c623c534a,Iron Will,鉄の意志,False,1,common,"Target creature gets +0/+4 until end of turn.
Cycling {2} ({2}, Discard this card: Draw a card.)",Instant,,,True,False,False,False,False,False
2480,2480,fe7c70dd-76ff-4958-9973-6452c7f071ed,Iron-Heart Chimera,鉄の心臓のキマイラ,False,4,uncommon,"Vigilance
Sacrifice Iron-Heart Chimera: Put a +2/+2 counter on target Chimera creature. It gains vigilance. (This effect lasts indefinitely.)",Artifact Creature — Chimera,2,2,False,False,False,False,False,True
2481,2481,51708bd1-23db-4597-84a7-f36abd93c537,Ironclaw Curse,鉄爪族の呪い,False,1,rare,"Enchant creature
Enchanted creature gets -0/-1.
Enchanted creature can't block creatures with power equal to or greater than the enchanted creature's toughness.",Enchantment — Aura,,,False,False,False,True,False,False
2482,2482,c645a616-0d7d-416c-b5f3-057b3a1666a0,Ironclaw Orcs,鉄爪のオーク,False,2,common,Ironclaw Orcs can't block creatures with power 2 or greater.,Creature — Orc,2,2,False,False,False,True,False,False
2483,2483,ba4c9337-4cdf-44d8-849b-ffd808e5407d,Ironfist Crusher,鉄拳の破壊者,False,5,uncommon,"Ironfist Crusher can block any number of creatures.
Morph {3}{W} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)",Creature — Human Soldier,2,4,True,False,False,False,False,False
2484,2484,1871af55-f7cd-4b8e-affb-5d010df811b1,Ironhoof Ox,鉄の蹄の雄牛,False,5,uncommon,Ironhoof Ox can't be blocked by more than one creature.,Creature — Ox,4,4,False,False,False,False,True,False
2485,2485,b7c0bb85-fb87-4c73-bc1b-7b4dc763c7e8,Ironroot Treefolk,鉄の根の樹人族,False,5,common,,Creature — Treefolk,3,5,False,False,False,False,True,False
2486,2486,693ca077-2b91-4de1-8136-8fe45f8ea5a7,Ironshell Beetle,鋼胴の甲虫,False,2,common,"When Ironshell Beetle enters the battlefield, put a +1/+1 counter on target creature.",Creature — Insect,1,1,False,False,False,False,True,False
2487,2487,e0c3c87b-83e3-4cff-b05f-78a192e2bba4,Irrigation Ditch,用水路,False,0,common,"Irrigation Ditch enters the battlefield tapped.
{T}: Add {W}.
{T}, Sacrifice Irrigation Ditch: Add {G}{U}.",Land,,,False,False,False,False,False,True
2488,2488,b2c6aa39-2d2a-459c-a555-fb48ba993373,Island,島,False,0,common,({T}: Add {U}.),Basic Land — Island,,,False,False,False,False,False,True
2489,2489,bb217f12-532f-4833-a27a-99e290aa47d0,Island Fish Jasconius,島魚ジャスコニアス,False,7,rare,"Island Fish Jasconius doesn't untap during your untap step.
At the beginning of your upkeep, you may pay {U}{U}{U}. If you do, untap Island Fish Jasconius.
Island Fish Jasconius can't attack unless defending player controls an Island.
When you control no Islands, sacrifice Island Fish Jasconius.",Creature — Fish,6,8,False,True,False,False,False,False
2490,2490,7d1769d0-d942-45b3-a31c-2bbe45e68661,Island Sanctuary,孤島の聖域,False,2,rare,"If you would draw a card during your draw step, instead you may skip that draw. If you do, until your next turn, you can't be attacked except by creatures with flying and/or islandwalk.",Enchantment,,,True,False,False,False,False,False
2491,2491,dded2874-e80f-401a-b700-52c54dd6da60,Ivory Charm,象牙の魔除け,False,1,common,"Choose one —
• All creatures get -2/-0 until end of turn.
• Tap target creature.
• Prevent the next 1 damage that would be dealt to any target this turn.",Instant,,,True,False,False,False,False,False
2492,2492,8e2017c3-057d-4e30-bd60-f486fddbc6ca,Ivory Cup,象牙の杯,False,1,uncommon,"Whenever a player casts a white spell, you may pay {1}. If you do, you gain 1 life.",Artifact,,,False,False,False,False,False,True
2493,2493,e8cc9f83-4e4c-4820-9a7a-f82f728e9767,Ivory Gargoyle,,False,5,rare,"Flying
When Ivory Gargoyle dies, return it to the battlefield under its owner's control at the beginning of the next end step and you skip your next draw step.
{4}{W}: Exile Ivory Gargoyle.",Creature — Gargoyle,2,2,True,False,False,False,False,False
2494,2494,78171447-1bc8-4588-b427-5b82701324c5,Ivory Guardians,象牙の守護者,False,6,uncommon,"Protection from red
Creatures named Ivory Guardians get +1/+1 as long as an opponent controls a nontoken red permanent.",Creature — Giant Cleric,3,3,True,False,False,False,False,False
2495,2495,028bc726-0e86-4c53-9648-625153ae4b01,Ivory Mask,象牙の仮面,False,4,rare,You have shroud. (You can't be the target of spells or abilities.),Enchantment,,,True,False,False,False,False,False
2496,2496,d416a4ed-9f16-4a8b-8aee-03c630e1eb6c,Ivory Tower,象牙の塔,False,1,rare,"At the beginning of your upkeep, you gain X life, where X is the number of cards in your hand minus 4.",Artifact,,,False,False,False,False,False,True
2497,2497,38517711-e570-4337-b269-addcf8bfdd74,Ivy Elemental,キヅタの精霊,False,1,rare,Ivy Elemental enters the battlefield with X +1/+1 counters on it.,Creature — Elemental,0,0,False,False,False,False,True,False
2498,2498,f61591d5-0f2a-48cd-a091-863d2e93e019,Ivy Seer,キヅタの予見者,False,4,uncommon,"{2}{G}, {T}: Reveal any number of green cards in your hand. Target creature gets +X/+X until end of turn, where X is the number of cards revealed this way.",Creature — Elf Wizard,1,1,False,False,False,False,True,False
2499,2499,a84c9507-d054-4770-84f3-5a4b5a01d826,Ixidor's Will,イクシドールの意思,False,3,common,Counter target spell unless its controller pays {2} for each Wizard on the battlefield.,Instant,,,False,True,False,False,False,False
2500,2500,90b98aa7-c8d0-4853-887c-164f8160c3f3,"Ixidor, Reality Sculptor",現実を彫る者イクシドール,False,5,rare,"Face-down creatures get +1/+1.
{2}{U}: Turn target face-down creature face up.",Legendary Creature — Human Wizard,3,4,False,True,False,False,False,False
2501,2501,79560d80-1745-4773-a5c4-4c8e98475135,Jabari's Banner,ジャバーリーの旗印,False,2,uncommon,"{1}, {T}: Target creature gains flanking until end of turn. (Whenever a creature without flanking blocks this creature, the blocking creature gets -1/-1 until end of turn.)",Artifact,,,False,False,False,False,False,True
2502,2502,8930b1ce-80ac-48b6-a368-ccff9fd01d38,Jabari's Influence,ジャバーリーの威光,False,5,rare,"Cast this spell only after combat.
Gain control of target nonartifact, nonblack creature that attacked you this turn and put a -1/-0 counter on it.",Instant,,,True,False,False,False,False,False
2503,2503,993e41e6-0643-4a1f-8ada-b7a4aae486d9,Jackal Pup,ジャッカルの仔,False,1,uncommon,"Whenever Jackal Pup is dealt damage, it deals that much damage to you.",Creature — Jackal,2,1,False,False,False,True,False,False
2504,2504,bcc8ce61-a881-42be-ab2c-64351d17f9f8,Jackalope Herd,ジャッカロープの群れ,False,4,common,"When you cast a spell, return Jackalope Herd to its owner's hand.",Creature — Rabbit Beast,4,5,False,False,False,False,True,False
2505,2505,495e08a8-e654-4a0b-a25f-1e344ae2a0fa,Jade Leech,翡翠のヒル,False,4,rare,Green spells you cast cost {G} more to cast.,Creature — Leech,5,5,False,False,False,False,True,False
2506,2506,1e105ab7-fb10-4cfd-ac2f-5e11488cf1b0,Jade Monolith,翡翠のモノリス,False,4,rare,"{1}: The next time a source of your choice would deal damage to target creature this turn, that source deals that damage to you instead.",Artifact,,,False,False,False,False,False,True
2507,2507,23917517-7561-45b3-b156-77cd2f340466,Jaded Response,疲れ切った反応,False,2,common,Counter target spell if it shares a color with a creature you control.,Instant,,,False,True,False,False,False,False
2508,2508,b5d5cfc0-17e0-42d1-b5bd-9f27b11191f9,Jagged Lightning,ギザギザ稲妻,False,5,uncommon,Jagged Lightning deals 3 damage to each of two target creatures.,Sorcery,,,False,False,False,True,False,False
2509,2509,32d9fd98-142b-41d2-b8f0-40ae1d4cb991,Jalum Tome,ジェイラム秘本,False,3,rare,"{2}, {T}: Draw a card, then discard a card.",Artifact,,,False,False,False,False,False,True
2510,2510,b558541f-ae57-41f7-a5bd-e23fa35e68b4,Jamuraan Lion,ジャムーラン・ライオン,False,3,common,"{W}, {T}: Target creature can't block this turn.",Creature — Cat,3,1,True,False,False,False,False,False
2511,2511,3aa0e73f-ac88-47a5-9cc5-0c941a939eae,Jandor's Saddlebags,ジャンドールの鞍袋,False,2,rare,"{3}, {T}: Untap target creature.",Artifact,,,False,False,False,False,False,True
2512,2512,b6f67539-9f76-42b2-96a8-575f27ba928e,Jangling Automaton,ガチャガチャ自動人形,False,3,common,"Whenever Jangling Automaton attacks, untap all creatures defending player controls.",Artifact Creature — Construct,3,2,False,False,False,False,False,True
2513,2513,019aa6a6-7be8-4c3d-8f3e-4ccce2b9c3d3,"Jareth, Leonine Titan",獅子面のタイタン、ジャレス,False,6,rare,"Whenever Jareth, Leonine Titan blocks, it gets +7/+7 until end of turn.
{W}: Jareth gains protection from the color of your choice until end of turn.",Legendary Creature — Cat Giant,4,7,True,False,False,False,False,False
2514,2514,d934a7f0-eb46-4a2c-b0fd-e3071e23da4a,Jasmine Seer,ジャスミンの予見者,False,4,uncommon,"{2}{W}, {T}: Reveal any number of white cards in your hand. You gain 2 life for each card revealed this way.",Creature — Human Wizard,1,1,True,False,False,False,False,False
2515,2515,39ee576a-0803-4063-9c84-f2b537e4d44c,Jayemdae Tome,ジェイムデー秘本,False,4,rare,"{4}, {T}: Draw a card.",Artifact,,,False,False,False,False,False,True
2516,2516,3186fddd-23fd-440c-ad61-b4130e00f765,"Jeska, Warrior Adept",熟達の戦士ジェスカ,False,4,rare,"First strike, haste
{T}: Jeska, Warrior Adept deals 1 damage to any target.",Legendary Creature — Human Barbarian Warrior,3,1,False,False,False,True,False,False
2517,2517,8783a94a-d0b2-4291-a550-dbcf8e16bf4b,Jester's Cap,道化の帽子,False,4,rare,"{2}, {T}, Sacrifice Jester's Cap: Search target player's library for three cards and exile them. Then that player shuffles.",Artifact,,,False,False,False,False,False,True
2518,2518,bcc797b9-d2e5-4fde-8d80-c890c871f344,Jester's Mask,,False,5,rare,"Jester's Mask enters the battlefield tapped.
{1}, {T}, Sacrifice Jester's Mask: Target opponent puts the cards from their hand on top of their library. Search that player's library for that many cards. That player puts those cards into their hand, then shuffles.",Artifact,,,False,False,False,False,False,True
2519,2519,bccb06f1-8839-4104-9ffa-c79a817f8378,Jet Medallion,黒玉の大メダル,False,2,rare,Black spells you cast cost {1} less to cast.,Artifact,,,False,False,False,False,False,True
2520,2520,e2ad4b4d-d5fe-4a64-9b40-296c8fc8bcce,Jeweled Amulet,,False,0,uncommon,"{1}, {T}: Put a charge counter on Jeweled Amulet. Note the type of mana spent to pay this activation cost. Activate only if there are no charge counters on Jeweled Amulet.
{T}, Remove a charge counter from Jeweled Amulet: Add one mana of Jeweled Amulet's last noted type.",Artifact,,,False,False,False,False,False,True
2521,2521,89f5b21c-18da-4071-bc42-9cdc433734bf,Jeweled Bird,宝石の鳥,True,1,rare,"Remove Jeweled Bird from your deck before playing if you're not playing for ante.
{T}: Ante Jeweled Bird. If you do, put all other cards you own from the ante into your graveyard, then draw a card.",Artifact,,,False,False,False,False,False,True
2522,2522,cddf2e46-79dc-4d6f-bb67-db55d966e8e2,Jeweled Spirit,宝飾のスピリット,False,5,rare,"Flying
Sacrifice two lands: Jeweled Spirit gains protection from artifacts or from the color of your choice until end of turn.",Creature — Spirit,3,3,True,False,False,False,False,False
2523,2523,91f36a03-6031-4834-98ee-20b36cdf5569,Jeweled Torque,宝飾の首飾り,False,2,uncommon,"As Jeweled Torque enters the battlefield, choose a color.
Whenever a player casts a spell of the chosen color, you may pay {2}. If you do, you gain 2 life.",Artifact,,,False,False,False,False,False,True
2524,2524,a08475a6-1fac-4a3f-b343-aed16a61bc16,Jhoira's Toolbox,ジョイラの道具箱,False,2,uncommon,{2}: Regenerate target artifact creature.,Artifact Creature — Insect,1,1,False,False,False,False,False,True
2525,2525,e1a48505-acbe-4eb4-8e83-3c76cf7a8829,Jhovall Queen,ジョーヴァルの女王,False,6,rare,Vigilance,Creature — Cat Rebel,4,7,True,False,False,False,False,False
2526,2526,84750c9a-ddf7-4ee1-b93b-3dc9ab73e4d5,Jhovall Rider,ジョーヴァル乗り,False,5,uncommon,Trample,Creature — Human Rebel,3,3,True,False,False,False,False,False
2527,2527,382bc554-d170-4c19-82dd-829f254e855e,Jilt,偽り,False,2,common,"Kicker {1}{R} (You may pay an additional {1}{R} as you cast this spell.)
Return target creature to its owner's hand. If this spell was kicked, it deals 2 damage to another target creature.",Instant,,,False,True,False,False,False,False
2528,2528,e6e1b51c-ba4b-4997-968a-751b4cba110f,Jinx,,False,2,common,"Target land becomes the basic land type of your choice until end of turn.
Draw a card at the beginning of the next turn's upkeep.",Instant,,,False,True,False,False,False,False
2529,2529,89b1eab9-4d24-4367-99f7-263349f69c3a,Jinxed Idol,凶運の彫像,False,2,rare,"At the beginning of your upkeep, Jinxed Idol deals 2 damage to you.
Sacrifice a creature: Target opponent gains control of Jinxed Idol.",Artifact,,,False,False,False,False,False,True
2530,2530,29cb8f47-7bb5-4881-98ef-59fc858cf9d7,Jinxed Ring,凶運の指輪,False,2,rare,"Whenever a nontoken permanent is put into your graveyard from the battlefield, Jinxed Ring deals 1 damage to you.
Sacrifice a creature: Target opponent gains control of Jinxed Ring. (This effect lasts indefinitely.)",Artifact,,,False,False,False,False,False,True
2531,2531,ad33ada7-4f89-4cab-88db-1f4d024baa36,Johan,ヨハン,False,6,rare,"At the beginning of combat on your turn, you may have Johan gain ""Johan can't attack"" until end of combat. If you do, attacking doesn't cause creatures you control to tap this combat if Johan is untapped.",Legendary Creature — Human Wizard,5,4,True,False,False,True,True,False
2532,2532,ab5a8242-4e42-43e6-a6ee-eeb0a8db3d11,Johtull Wurm,ジョータル・ワーム,False,6,uncommon,"Whenever Johtull Wurm becomes blocked, it gets -2/-1 until end of turn for each creature blocking it beyond the first.",Creature — Wurm,6,6,False,False,False,False,True,False
2533,2533,7bdfe368-353c-4f8d-851f-05b7ea9f905d,Jokulhaups,ジョークルホープス,False,6,rare,"Destroy all artifacts, creatures, and lands. They can't be regenerated.",Sorcery,,,False,False,False,True,False,False
2534,2534,39b699e1-79c6-4960-97dc-d58574181bbe,Jolrael's Centaur,ジョルレイルのケンタウルス,False,3,common,"Shroud (This creature can't be the target of spells or abilities.)
Flanking (Whenever a creature without flanking blocks this creature, the blocking creature gets -1/-1 until end of turn.)",Creature — Centaur Archer,2,2,False,False,False,False,True,False
2535,2535,bf71cca7-be71-4429-9cb6-1eb34ff847eb,Jolrael's Favor,ジョルレイルの好意,False,2,common,"Flash
Enchant creature
{1}{G}: Regenerate enchanted creature.",Enchantment — Aura,,,False,False,False,False,True,False
2536,2536,7972d118-c105-4b33-8c3b-ec85da538471,"Jolrael, Empress of Beasts",獣たちの女帝ジョルレイル,False,5,rare,"{2}{G}, {T}, Discard two cards: All lands target player controls become 3/3 creatures until end of turn. They're still lands.",Legendary Creature — Human Spellshaper,3,3,False,False,False,False,True,False
2537,2537,13f69c70-dc93-4983-b649-d91b22633eb9,Jolt,衝撃,False,3,common,"You may tap or untap target artifact, creature, or land.
Draw a card at the beginning of the next turn's upkeep.",Instant,,,False,True,False,False,False,False
2538,2538,3b71aeee-a4a8-46d3-9973-06db14d8bf6c,Jolting Merfolk,衝撃のマーフォーク,False,4,uncommon,"Fading 4 (This creature enters the battlefield with four fade counters on it. At the beginning of your upkeep, remove a fade counter from it. If you can't, sacrifice it.)
Remove a fade counter from Jolting Merfolk: Tap target creature.",Creature — Merfolk,2,2,False,True,False,False,False,False
2539,2539,9e767d44-feff-449a-bed9-0866c7bce846,Joven,,False,5,common,"{R}{R}{R}, {T}: Destroy target noncreature artifact.",Legendary Creature — Human Rogue,3,3,False,False,False,True,False,False
2540,2540,d2817b5f-f7a2-4254-a00f-e2e45d7a8cc0,Joven's Ferrets,,False,1,common,"Whenever Joven's Ferrets attacks, it gets +0/+2 until end of turn.
At end of combat, tap all creatures that blocked Joven's Ferrets this turn. They don't untap during their controller's next untap step.",Creature — Ferret,1,1,False,False,False,False,True,False
2541,2541,b1935140-b038-4a81-98f7-28d2c137124a,Joven's Tools,ジョーヴンの泥棒道具,False,6,uncommon,"{4}, {T}: Target creature can't be blocked this turn except by Walls.",Artifact,,,False,False,False,False,False,True
2542,2542,9344ae2e-cb2e-400d-9157-e8158ce31813,Juju Bubble,泡のお守り,False,1,uncommon,"Cumulative upkeep {1} (At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)
When you play a card, sacrifice Juju Bubble.
{2}: You gain 1 life.",Artifact,,,False,False,False,False,False,True
2543,2543,f7518456-45ed-41d4-bd3c-5aacea28eb35,Jump,ジャンプ,False,1,common,Target creature gains flying until end of turn.,Instant,,,False,True,False,False,False,False
2544,2544,dcf65293-14a0-46a5-a0b0-ca2b7fda8bef,Jungle Barrier,ジャングルの障壁,False,4,uncommon,"Defender (This creature can't attack.)
When Jungle Barrier enters the battlefield, draw a card.",Creature — Plant Wall,2,6,False,True,False,False,True,False
2545,2545,f922f90a-b1a2-4630-9266-40726ca89f74,Jungle Basin,ジャングルの盆地,False,0,uncommon,"Jungle Basin enters the battlefield tapped.
When Jungle Basin enters the battlefield, sacrifice it unless you return an untapped Forest you control to its owner's hand.
{T}: Add {C}{G}.",Land,,,False,False,False,False,False,True
2546,2546,45b42694-9ee8-44f3-9de3-aa2c0f1b6a13,Jungle Lion,ジャングル・ライオン,False,1,common,Jungle Lion can't block.,Creature — Cat,2,1,False,False,False,False,True,False
2547,2547,5bc8e918-7824-4ad7-a5c0-05537ce81641,Jungle Patrol,ジャングル巡視部隊,False,4,rare,"{1}{G}, {T}: Create a 0/1 green Wall creature token with defender named Wood.
Sacrifice a token named Wood: Add {R}.",Creature — Human Soldier,3,2,False,False,False,False,True,False
2548,2548,f1bb17d7-5396-4c99-88bb-f7ab7d47b023,Jungle Troll,ジャングル・トロール,False,3,uncommon,"{R}: Regenerate Jungle Troll.
{G}: Regenerate Jungle Troll.",Creature — Troll,2,1,False,False,False,True,True,False
2549,2549,457705c9-5b0c-4c3a-89dd-80286fac6a6c,Jungle Wurm,ジャングル・ワーム,False,5,common,"Whenever Jungle Wurm becomes blocked, it gets -1/-1 until end of turn for each creature blocking it beyond the first.",Creature — Wurm,5,5,False,False,False,False,True,False
